X;X1;X2;X3;X4;X4;X5;X6;X7;X8;X9;Y
32;82;1;84;892;-316;-17200;3416;-6912;-15528;150;Angry
32;82;1;84;956;-188;-17356;3372;-6916;-15652;150;Angry
32;82;-1;84;844;-4;-17300;-1;-1;-1;150;Fear
32;82;1;84;992;-180;-17264;3316;-6948;-15628;150;Fear
32;82;1;84;868;-160;-17308;3404;-6880;-15540;150;Fear
32;82;1;84;880;-256;-17312;3368;-6924;-15596;150;Fear
32;82;1;84;832;-212;-17324;3284;-6936;-15788;200;Fear
32;82;1;84;764;-308;-17224;3424;-7008;-15648;200;Fear
32;82;1;88;816;-340;-17184;3184;-7068;-15636;200;Fear
32;82;1;88;836;-316;-17284;3216;-6880;-15768;200;Angry
32;82;1;88;952;-328;-17312;3344;-6920;-15596;200;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;200;Angry
32;82;1;88;848;-380;-17404;3212;-6836;-15660;200;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;200;Angry
32;82;1;88;804;-264;-17416;3252;-6988;-15768;200;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;200;Angry
32;82;1;88;852;-164;-17372;3276;-6920;-15496;200;Angry
32;82;-1;88;940;-368;-17408;-1;-1;-1;200;Angry
32;82;1;88;844;-324;-17344;3324;-6832;-15600;200;Angry
32;82;-1;88;876;-316;-17380;-1;-1;-1;200;Angry
32;82;1;88;828;-284;-17236;3340;-6936;-15640;200;Angry
-1;-1;1;88;-1;-1;-1;3400;-6720;-15636;200;Angry
32;83;1;88;916;-316;-17372;3452;-6832;-15696;200;Angry
32;83;1;88;880;-240;-17328;3344;-6944;-15628;200;Sad
32;83;1;88;832;-364;-17296;3408;-6724;-15604;200;Sad
32;83;1;88;844;-376;-17244;3280;-6784;-15780;200;Sad
32;83;1;88;920;-264;-17240;3448;-6776;-15624;250;Sad
32;83;1;88;848;-444;-17268;3380;-6804;-15844;250;Sad
-1;-1;1;88;-1;-1;-1;3112;-6752;-15088;250;Sad
32;83;1;88;916;-284;-17364;3368;-6896;-15472;250;Sad
-1;-1;1;88;-1;-1;-1;3360;-6800;-15620;250;Sad
32;83;-1;88;816;-380;-17384;-1;-1;-1;250;Sad
32;83;1;88;812;-228;-17256;3332;-6872;-15728;250;Sad
-1;-1;1;88;-1;-1;-1;3280;-6896;-15652;250;Sad
32;83;1;88;872;-332;-17464;3316;-6796;-15748;250;Sad
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;250;Sad
32;83;1;88;848;-240;-17188;3308;-6788;-15608;250;Sad
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;250;Sad
-1;-1;1;88;-1;-1;-1;3348;-6892;-15724;250;Sad
32;83;-1;88;808;-496;-17324;-1;-1;-1;250;Sad
32;83;1;88;896;-340;-17272;3388;-6640;-15812;250;Sad
-1;-1;1;88;-1;-1;-1;3324;-6896;-15596;250;Sad
32;83;1;88;804;-340;-17376;3188;-6912;-15668;250;Sad
32;83;-1;88;836;-164;-17176;-1;-1;-1;250;Sad
32;83;1;88;872;-204;-17352;3364;-6828;-15608;250;Sad
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;250;Sad
34;95;1;48;9600;3948;12908;1316;-9904;-14232;100;Happy
34;95;1;48;9548;3920;12640;1344;-10012;-14260;100;Happy
-1;-1;1;48;-1;-1;-1;1220;-9900;-14064;100;Happy
34;95;-1;48;9360;3296;12780;-1;-1;-1;100;Happy
-1;-1;-1;48;-1;-1;-1;-1;-1;-1;100;Happy
34;95;1;48;9436;3520;12828;1416;-9876;-14100;100;Happy
34;95;1;48;9456;3064;12668;1292;-9948;-14200;100;Happy
-1;-1;1;48;-1;-1;-1;1264;-9888;-14244;100;Happy
34;95;-1;48;9600;3544;12708;-1;-1;-1;100;Happy
-1;-1;-1;48;-1;-1;-1;-1;-1;-1;100;Happy
34;95;1;48;9412;3600;12720;1172;-9968;-14224;100;Happy
-1;-1;-1;48;-1;-1;-1;-1;-1;-1;100;Happy
34;95;1;48;9424;3428;12648;1380;-10004;-13924;100;Angry
34;95;1;52;9676;3392;12584;1352;-9776;-13984;100;Angry
34;95;1;52;9412;3344;12588;1244;-9940;-14180;100;Angry
34;95;1;52;9304;3372;12768;1428;-9816;-13832;100;Angry
34;95;1;52;9524;3580;12732;992;-10056;-14132;100;Angry
34;95;1;52;9472;3484;12792;1324;-9928;-14252;100;Angry
-1;-1;1;52;-1;-1;-1;1148;-10088;-14144;100;Angry
34;95;1;52;9264;3308;12756;1424;-9948;-14128;100;Angry
34;95;1;52;9600;3536;12728;1292;-9844;-14004;150;Angry
-1;-1;-1;52;-1;-1;-1;-1;-1;-1;150;Angry
34;95;1;52;9540;3420;12568;1160;-9972;-14300;150;Angry
-1;-1;-1;52;-1;-1;-1;-1;-1;-1;150;Angry
34;95;1;52;9532;3520;12720;1268;-9964;-14096;150;Angry
-1;-1;1;52;-1;-1;-1;1232;-9924;-13972;150;Angry
34;95;1;88;9856;3692;12700;1280;-9900;-14140;150;Angry
34;95;1;88;9280;3428;12712;1092;-9980;-14128;150;Angry
34;95;-1;88;9608;3820;12588;-1;-1;-1;150;Angry
-1;-1;-1;88;-1;-1;-1;-1;-1;-1;150;Angry
-1;-1;1;88;-1;-1;-1;1368;-9944;-14184;150;Angry
34;95;-1;88;9760;3492;12536;-1;-1;-1;150;Angry
34;95;1;88;9472;3712;12648;1020;-10068;-14212;150;Angry
34;95;-1;88;9748;3668;12696;-1;-1;-1;150;Angry
34;95;1;88;9532;3648;12948;1192;-9960;-14064;150;Angry
-1;-1;1;88;-1;-1;-1;1256;-9936;-14192;150;Angry
34;95;1;88;9448;3488;12676;1168;-9984;-13884;150;Angry
34;95;1;88;9316;3344;12736;1164;-9832;-14180;150;Angry
34;95;1;88;9760;3612;12604;1272;-9916;-14120;150;Angry
34;95;1;88;9252;3244;12808;1228;-9900;-14060;150;Angry
34;95;1;84;9524;3280;12656;1176;-9920;-14372;200;Angry
34;95;1;84;9508;3428;12800;1148;-9940;-14340;200;Angry
-1;-1;1;84;-1;-1;-1;1276;-9940;-14368;200;Angry
34;95;-1;84;9288;3236;12640;-1;-1;-1;200;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9308;3368;12840;1344;-10012;-14136;200;Happy
34;95;1;84;9180;3340;12724;1268;-9860;-14156;200;Happy
34;95;1;84;9232;3452;12740;1380;-9960;-14104;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9060;3404;12780;1356;-9892;-14088;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9880;3496;12648;1416;-9872;-13932;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;9688;3536;12700;1096;-9896;-14140;200;Happy
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;200;Happy
34;95;1;84;8980;3496;12928;1220;-9816;-14424;200;Angry
34;95;1;84;9328;3708;12700;1132;-9908;-13948;200;Angry
34;95;1;84;9352;3568;12684;1028;-9948;-14124;200;Angry
34;95;1;84;9460;3592;12676;1220;-9948;-14140;200;Angry
34;95;1;84;9100;3344;12764;1164;-9900;-14216;250;Angry
34;95;1;84;9648;3508;12780;1268;-9916;-13932;250;Angry
34;95;-1;84;9280;3664;12832;-1;-1;-1;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
34;95;-1;84;9644;3712;12676;-1;-1;-1;250;Angry
-1;-1;1;84;-1;-1;-1;1128;-9936;-14340;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
34;95;-1;84;9324;3456;12732;-1;-1;-1;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
34;95;1;84;9200;3400;12804;1132;-9912;-14168;250;Angry
34;95;-1;84;9180;3640;12836;-1;-1;-1;250;Angry
35;95;1;84;9416;3420;12700;1104;-10004;-13904;250;Angry
35;95;-1;84;9888;3800;12568;-1;-1;-1;250;Angry
-1;-1;1;84;-1;-1;-1;680;-9624;-14676;250;Angry
35;95;-1;84;9184;3628;12768;-1;-1;-1;250;Angry
-1;-1;1;84;-1;-1;-1;1140;-9924;-13932;250;Angry
34;95;1;84;9620;3844;12752;1160;-10012;-14040;250;Angry
-1;-1;1;84;-1;-1;-1;1264;-10024;-14172;250;Angry
35;95;1;84;9164;3644;12780;988;-9984;-14196;250;Angry
-1;-1;-1;84;-1;-1;-1;-1;-1;-1;250;Angry
32;95;1;64;5728;2964;14464;2476;-6332;-15856;100;Happy
32;95;1;64;5688;2896;14748;2244;-6276;-16132;100;Happy
-1;-1;-1;64;-1;-1;-1;-1;-1;-1;100;Happy
32;95;1;64;6144;2996;14596;1880;-6236;-16436;100;Happy
32;95;1;64;5756;2752;14456;2272;-6420;-16060;100;Happy
-1;-1;-1;64;-1;-1;-1;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1940;-6572;-16056;100;Happy
32;95;-1;64;5708;2944;14716;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1896;-6408;-15976;100;Happy
32;95;-1;64;5572;3032;14704;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;2300;-6672;-15892;100;Happy
32;95;-1;64;5784;2844;14724;-1;-1;-1;100;Happy
32;95;1;64;5508;2788;14824;1976;-6788;-15636;100;Happy
-1;-1;1;64;-1;-1;-1;2108;-6704;-16156;100;Happy
32;95;-1;64;5864;2804;14648;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;2124;-6796;-15756;100;Angry
32;95;1;76;5776;2868;14708;2312;-6604;-16160;100;Angry
32;95;1;76;5848;2772;14804;2324;-6776;-15824;100;Angry
32;95;1;76;5812;3024;14612;2208;-6752;-15844;100;Angry
32;95;-1;76;5648;3048;14732;-1;-1;-1;100;Angry
32;95;1;76;5744;2896;14704;2364;-6712;-15520;150;Angry
32;95;1;76;6028;2840;14536;2408;-6580;-15840;150;Angry
-1;-1;1;76;-1;-1;-1;2164;-6768;-15976;150;Angry
-1;-1;1;76;-1;-1;-1;2296;-6516;-15960;150;Angry
32;95;-1;76;5792;2984;14652;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;2120;-6640;-15980;150;Angry
32;95;-1;76;5728;2888;14816;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;2180;-6652;-15752;150;Angry
32;95;1;76;5736;2860;14660;2472;-6584;-15952;150;Angry
-1;-1;1;76;-1;-1;-1;2144;-6976;-15808;150;Angry
32;95;1;76;5796;2920;14788;2420;-6880;-15832;150;Angry
32;95;1;76;5740;3004;14652;2040;-6536;-16368;150;Angry
-1;-1;1;76;-1;-1;-1;2052;-7160;-16288;150;Angry
32;95;1;76;5380;3156;14812;1968;-6680;-15968;150;Angry
-1;-1;1;76;-1;-1;-1;2300;-6680;-16032;150;Angry
32;95;-1;76;6836;2632;14892;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;1976;-6748;-15880;150;Angry
32;95;-1;64;5884;3096;14556;-1;-1;-1;150;Fear
32;95;1;64;6332;2880;14648;2136;-6528;-15836;150;Fear
32;95;1;64;5936;2836;14688;2032;-6580;-15988;150;Fear
32;95;-1;64;6148;3024;14496;-1;-1;-1;200;Fear
32;95;1;64;6280;2932;14392;2176;-6328;-16060;200;Fear
-1;-1;1;64;-1;-1;-1;2140;-6420;-16156;200;Fear
32;95;1;64;6264;3028;14612;2220;-6488;-15984;200;Fear
32;95;1;72;6452;3148;14588;2000;-6412;-15960;200;Fear
32;95;1;72;5956;2968;14496;2216;-6300;-15688;200;Fear
-1;-1;1;72;-1;-1;-1;1968;-6396;-15716;200;Fear
32;95;-1;72;5884;2800;14648;-1;-1;-1;200;Fear
-1;-1;1;72;-1;-1;-1;2400;-6376;-15636;200;Fear
32;95;-1;72;5948;2864;14548;-1;-1;-1;200;Fear
-1;-1;1;72;-1;-1;-1;2160;-6692;-15740;200;Fear
32;95;1;72;6196;2820;14300;2244;-6576;-15548;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
32;95;1;72;5284;2652;14564;2204;-6172;-15984;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
32;95;1;72;5884;3040;14504;2204;-6632;-16012;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
32;95;1;72;5812;3008;14672;2020;-6388;-15848;200;Fear
-1;-1;1;72;-1;-1;-1;1968;-6396;-15992;200;Sad
33;95;-1;80;6308;2952;14504;-1;-1;-1;250;Sad
32;95;1;80;6248;2856;14428;1980;-6660;-16056;250;Sad
32;95;1;80;5992;3060;14420;1972;-6300;-15832;250;Sad
33;95;1;80;6160;3300;14364;2008;-6568;-15860;250;Sad
33;95;1;80;6024;2976;14676;2164;-6320;-15996;250;Sad
33;95;1;80;6284;3276;14336;2128;-6596;-16076;250;Angry
33;95;1;80;5840;2756;14904;1736;-6552;-15924;250;Angry
33;95;1;80;6280;3216;14440;2416;-6528;-15864;250;Angry
33;95;-1;80;6216;3032;14492;-1;-1;-1;250;Angry
33;95;1;80;6264;3212;14116;2348;-6496;-15932;250;Angry
33;95;1;80;6428;3188;14404;1744;-6568;-16012;250;Angry
-1;-1;1;80;-1;-1;-1;2060;-6216;-16100;250;Angry
33;95;-1;80;5864;3580;14888;-1;-1;-1;250;Angry
-1;-1;1;80;-1;-1;-1;2372;-6104;-16040;250;Angry
-1;-1;-1;80;-1;-1;-1;-1;-1;-1;250;Angry
33;95;1;80;6664;3052;14372;2488;-6432;-16336;250;Angry
-1;-1;-1;80;-1;-1;-1;-1;-1;-1;250;Angry
33;95;-1;80;6084;3328;14384;-1;-1;-1;250;Angry
-1;-1;1;80;-1;-1;-1;2224;-6432;-15796;250;Angry
33;95;1;80;6372;3352;14356;2108;-6384;-15860;250;Angry
-1;-1;1;60;-1;-1;-1;1540;-8124;-15308;100;Angry
32;95;1;60;2752;4152;15336;1748;-8160;-15072;100;Angry
-1;-1;1;60;-1;-1;-1;1740;-8292;-15224;100;Angry
32;95;1;60;2484;3856;15528;1756;-8116;-15216;100;Angry
-1;-1;1;60;-1;-1;-1;1868;-8084;-15300;100;Angry
32;95;1;60;2684;3812;15388;1560;-8252;-15240;100;Angry
32;95;1;60;2780;3976;15360;1896;-8200;-14976;100;Angry
32;95;-1;60;2240;4020;15416;-1;-1;-1;100;Angry
-1;-1;1;60;-1;-1;-1;1624;-8296;-15392;100;Angry
32;95;1;60;2500;3752;15168;1600;-8216;-15256;100;Angry
32;95;1;60;2420;4156;15360;1544;-8244;-15228;100;Angry
32;95;1;60;2392;4276;15328;1580;-8348;-15276;100;Angry
32;95;1;60;2340;3996;15280;1740;-8332;-15100;100;Angry
32;95;1;60;2608;3448;15172;1540;-8280;-15116;100;Angry
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Angry
32;95;1;60;2456;3972;15272;1792;-8300;-15256;100;Angry
32;95;1;60;2532;4008;15196;1884;-8288;-15332;100;Angry
32;95;1;60;2368;4004;15340;1812;-8340;-15024;100;Angry
32;95;1;60;2452;3508;15208;1760;-8368;-15288;100;Angry
32;95;1;60;2376;3596;15280;1608;-8268;-15204;100;Angry
32;95;1;60;2728;3400;15372;1676;-8416;-15252;150;Angry
33;95;1;60;2776;3816;15160;1708;-8232;-15388;150;Angry
33;95;1;60;2596;3576;15288;1632;-8288;-15276;150;Angry
33;95;-1;60;2580;3632;15260;-1;-1;-1;150;Angry
33;95;1;76;2620;3232;15140;1640;-8288;-15208;150;Angry
33;95;1;76;2308;3352;15280;1772;-8172;-15156;150;Angry
33;95;1;76;2496;3644;15424;1624;-8404;-15156;150;Angry
33;95;1;76;2532;3632;15284;1724;-8188;-15140;150;Angry
-1;-1;1;76;-1;-1;-1;1872;-8332;-15052;150;Angry
-1;-1;1;76;-1;-1;-1;1768;-8296;-15112;150;Angry
33;95;-1;76;2468;3524;15252;-1;-1;-1;150;Angry
-1;-1;1;76;-1;-1;-1;1668;-8336;-15396;150;Angry
33;95;1;76;2536;3840;15196;1460;-8476;-15276;150;Angry
33;95;1;76;2288;3796;15148;1592;-8416;-15152;150;Angry
33;95;1;76;2480;3724;15312;1736;-8312;-15152;150;Angry
33;95;1;76;2520;3856;15316;1804;-8312;-15160;150;Angry
-1;-1;-1;76;-1;-1;-1;-1;-1;-1;150;Angry
33;95;1;76;2600;3664;15336;1768;-8292;-15120;150;Angry
33;95;1;76;2560;3176;15160;1576;-8264;-14848;150;Angry
33;95;-1;76;2388;3732;15528;-1;-1;-1;150;Fear
33;95;1;68;2428;3640;15232;1600;-8332;-15056;200;Fear
33;95;1;68;2280;3596;15276;1712;-8368;-15104;200;Fear
33;95;-1;68;2736;3664;15296;-1;-1;-1;200;Fear
33;95;1;68;2616;3864;15340;1632;-8352;-15252;200;Fear
33;95;-1;68;2336;3824;15296;-1;-1;-1;200;Fear
33;95;1;68;2320;3736;15228;1824;-8408;-15280;200;Happy
33;95;1;68;2384;3792;15308;1696;-8364;-15024;200;Happy
33;95;1;68;2272;4080;15216;1776;-8352;-15264;200;Happy
-1;-1;1;68;-1;-1;-1;1680;-8352;-15076;200;Happy
33;95;1;68;2428;3592;15164;1616;-8536;-15120;200;Happy
33;95;1;68;2612;3760;15420;1684;-8348;-15296;200;Happy
-1;-1;1;68;-1;-1;-1;1768;-8372;-15056;200;Happy
33;95;1;68;2564;3760;15348;1772;-8332;-15144;200;Happy
-1;-1;1;68;-1;-1;-1;1684;-8284;-15164;200;Happy
33;95;-1;68;2416;3824;15436;-1;-1;-1;200;Happy
33;95;1;68;2188;3616;15288;1668;-8296;-15060;200;Happy
-1;-1;1;68;-1;-1;-1;1644;-8408;-14996;200;Happy
33;95;-1;68;2152;3700;15172;-1;-1;-1;200;Happy
33;95;1;68;2532;3580;15296;1664;-8388;-15096;200;Happy
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;200;Happy
33;95;1;68;2396;3528;15436;1720;-8380;-14964;250;Happy
-1;-1;1;68;-1;-1;-1;1696;-8272;-15184;250;Sad
33;95;1;68;2324;3608;15260;1672;-8376;-15016;250;Sad
33;95;1;68;2420;3548;15340;1860;-8352;-15108;250;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;250;Sad
33;95;1;68;2504;3772;15460;1872;-8344;-15052;250;Sad
33;95;1;68;2232;3548;15336;1692;-8292;-15228;250;Sad
33;95;1;68;2364;3440;15240;1632;-8232;-15016;250;Sad
33;95;1;68;2260;3560;15464;1804;-8300;-15072;250;Sad
33;95;1;68;2316;3156;14600;1620;-8280;-15268;250;Sad
33;95;1;68;2380;3508;15260;1740;-8188;-15264;250;Sad
33;95;1;68;2312;3536;15352;1692;-8340;-15184;250;Sad
33;95;1;68;2176;3752;15232;1720;-8304;-15176;250;Sad
33;95;1;68;2356;3484;15284;1692;-8300;-15180;250;Sad
33;95;1;68;2408;3480;15224;1756;-8304;-15212;250;Sad
33;95;1;68;2148;3576;15308;1740;-8284;-15204;250;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;250;Sad
33;95;1;68;2452;3636;15484;1784;-8320;-15168;250;Sad
-1;-1;-1;68;-1;-1;-1;-1;-1;-1;250;Sad
33;95;1;68;2436;3584;15296;1620;-8300;-15332;250;Sad
32;95;1;60;-680;-16556;1280;1208;-7424;-15596;100;Happy
32;86;1;60;-780;-16376;1232;1328;-7408;-15628;100;Happy
-1;-1;1;60;-1;-1;-1;1212;-7276;-15612;100;Happy
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Happy
32;75;1;60;-860;-16536;1216;1132;-7340;-15720;100;Happy
32;71;-1;60;-948;-16460;1148;-1;-1;-1;100;Happy
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Happy
33;82;1;60;-852;-16448;1284;1216;-7388;-15564;100;Happy
33;87;1;60;-688;-16528;1080;1300;-7316;-15724;100;Happy
-1;-1;-1;60;-1;-1;-1;-1;-1;-1;100;Happy
-1;-1;1;60;-1;-1;-1;1228;-7388;-15616;100;Happy
33;90;-1;60;-884;-16532;1164;-1;-1;-1;100;Happy
-1;-1;1;52;-1;-1;-1;1320;-7340;-15660;100;Happy
33;93;1;52;-804;-16596;1184;1292;-7416;-15448;100;Happy
33;95;1;52;-884;-16476;1112;1316;-7412;-15628;100;Happy
33;95;1;52;-916;-16468;1168;1236;-7388;-15848;100;Happy
-1;-1;1;52;-1;-1;-1;1248;-7404;-15636;100;Happy
33;95;-1;52;-884;-16552;1092;-1;-1;-1;100;Angry
-1;-1;-1;52;-1;-1;-1;-1;-1;-1;100;Angry
33;95;-1;52;-848;-16436;1208;-1;-1;-1;100;Angry
33;95;-1;56;-732;-16508;1288;-1;-1;-1;150;Angry
33;95;-1;56;-860;-16552;1184;-1;-1;-1;150;Angry
33;95;-1;56;-816;-16520;1260;-1;-1;-1;150;Angry
33;95;-1;56;-888;-16444;1120;-1;-1;-1;150;Angry
-1;-1;-1;56;-1;-1;-1;-1;-1;-1;150;Angry
-1;-1;-1;56;-1;-1;-1;-1;-1;-1;150;Angry
33;95;-1;56;-916;-16480;1148;-1;-1;-1;150;Angry
-1;-1;-1;56;-1;-1;-1;-1;-1;-1;150;Angry
33;95;-1;56;-848;-16524;1240;-1;-1;-1;150;Angry
-1;-1;-1;56;-1;-1;-1;-1;-1;-1;150;Angry
34;95;-1;56;-1004;-16528;940;-1;-1;-1;150;Angry
34;95;-1;56;-1064;-16520;1044;-1;-1;-1;150;Angry
34;95;-1;56;-1104;-16492;1020;-1;-1;-1;150;Angry
34;95;-1;56;-1412;-16016;5000;-1;-1;-1;150;Angry
34;95;1;56;-2636;-15304;-2156;1276;-7360;-15568;150;Angry
34;95;1;72;-1744;-16448;-2388;1252;-7352;-15700;150;Angry
34;95;-1;72;-1540;-16456;-2448;-1;-1;-1;150;Angry
34;95;1;72;-1596;-16516;-2332;1272;-7364;-15580;150;Angry
34;95;-1;72;-1400;-16396;-2460;-1;-1;-1;150;Angry
34;95;1;72;-1396;-16512;-2332;1192;-7408;-15828;150;Fear
34;95;1;72;-1280;-16508;-2492;1296;-7404;-15684;200;Fear
34;95;1;72;-1196;-16516;-2408;1292;-7440;-15700;200;Fear
34;95;1;72;-1208;-16408;-2456;1332;-7460;-15748;200;Fear
34;95;1;72;-1144;-16436;-2384;1160;-7360;-15564;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
34;95;1;72;-1264;-16536;-2436;1260;-7336;-15696;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
34;95;1;72;-1248;-16480;-2436;1188;-7408;-15672;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
34;95;1;72;-1224;-16504;-2416;1196;-7328;-15652;200;Fear
34;95;-1;72;-1064;-16548;-2376;-1;-1;-1;200;Fear
-1;-1;1;72;-1;-1;-1;1372;-7288;-15796;200;Fear
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;200;Fear
34;95;1;72;-1076;-16492;-2368;1280;-7336;-15748;200;Fear
34;95;1;72;-980;-16512;-2580;1164;-7368;-15728;200;Fear
34;95;-1;72;-1088;-16548;-2396;-1;-1;-1;200;Fear
34;95;1;72;-932;-16572;-2436;1276;-7288;-15676;200;Sad
34;95;1;72;-1024;-16560;-2468;1268;-7404;-15652;200;Sad
35;95;1;72;-1072;-16532;-2468;1148;-7448;-15648;200;Sad
35;95;-1;72;-1016;-16460;-2420;-1;-1;-1;200;Sad
34;95;1;72;-924;-16496;-2308;1280;-7344;-15704;250;Sad
-1;-1;1;72;-1;-1;-1;1168;-7388;-15480;250;Sad
34;95;1;72;-976;-16504;-2344;1284;-7460;-15636;250;Sad
-1;-1;1;72;-1;-1;-1;1216;-7512;-15616;250;Sad
35;95;1;72;-1028;-16468;-2452;1172;-7356;-15632;250;Sad
-1;-1;1;72;-1;-1;-1;1364;-7284;-15616;250;Sad
35;95;1;72;-980;-16568;-2408;1224;-7300;-15560;250;Sad
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;250;Sad
35;95;1;72;-916;-16616;-2432;1192;-7332;-15728;250;Sad
-1;-1;1;72;-1;-1;-1;1144;-7416;-15528;250;Sad
35;95;1;72;-1160;-16480;-2412;1220;-7424;-15624;250;Sad
35;89;1;72;-860;-16476;-2616;1204;-7440;-15620;250;Sad
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;250;Sad
35;89;1;72;-772;-16500;-2316;1288;-7460;-15576;250;Sad
35;78;1;72;-808;-16620;-2452;1172;-7324;-15508;250;Sad
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;250;Sad
35;85;1;72;-860;-16440;-2340;1208;-7384;-15712;250;Sad
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;250;Sad
35;85;1;72;-800;-16424;-2364;1276;-7480;-15616;250;Sad
-1;-1;-1;72;-1;-1;-1;-1;-1;-1;250;Sad
35;46;-1;64;-580;-16536;-2324;-1;-1;-1;100;Happy
34;44;1;64;-564;-16492;-2444;1244;-7380;-15496;100;Happy
-1;-1;-1;64;-1;-1;-1;-1;-1;-1;100;Happy
34;43;1;64;-784;-16624;-2376;1252;-7404;-15816;100;Happy
34;43;-1;64;-904;-16488;-2292;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1332;-7336;-15616;100;Happy
35;61;-1;64;-820;-16560;-2388;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1220;-7208;-15696;100;Happy
34;73;-1;64;-896;-16504;-2332;-1;-1;-1;100;Happy
-1;-1;1;64;-1;-1;-1;1244;-7324;-15708;100;Happy
34;81;-1;64;-748;-16544;-2356;-1;-1;-1;100;Happy
-1;-1;-1;64;-1;-1;-1;-1;-1;-1;100;Happy
34;87;1;64;-884;-16660;-2464;1168;-7384;-15588;100;Happy
35;87;1;64;-880;-16664;-2400;1112;-7428;-15548;100;Happy
-1;-1;1;56;-1;-1;-1;1232;-7420;-15644;100;Happy
35;87;-1;56;-952;-16460;-2380;-1;-1;-1;100;Happy
35;93;1;56;-876;-16524;-2224;1232;-7412;-15712;100;Happy
35;95;1;56;-796;-16632;-2376;1208;-7328;-15604;100;Happy
35;95;1;56;-732;-16564;-2268;1320;-7376;-15556;100;Happy
35;95;1;56;-752;-16472;-2296;1216;-7328;-15776;100;Happy
35;95;1;56;-820;-16620;-2408;1312;-7368;-15564;150;Happy
-1;-1;1;56;-1;-1;-1;1248;-7372;-15664;150;Happy
35;95;1;56;-804;-16564;-2272;1304;-7276;-15704;150;Happy
35;95;-1;56;-932;-16460;-2340;-1;-1;-1;150;Happy
35;95;1;56;-940;-16504;-2248;1184;-7452;-15580;150;Happy
35;95;-1;56;-980;-16524;-2420;-1;-1;-1;150;Happy
35;95;1;56;-1052;-16436;-2220;1260;-7404;-15664;150;Happy
-1;-1;1;56;-1;-1;-1;1276;-7336;-15636;150;Happy
35;95;-1;56;-672;-16604;-2420;-1;-1;-1;150;Happy
-1;-1;1;56;-1;-1;-1;1156;-7384;-15700;150;Happy
35;95;-1;56;-736;-16528;-2368;-1;-1;-1;150;Happy
-1;-1;-1;56;-1;-1;-1;-1;-1;-1;150;Happy
35;95;1;56;-856;-16460;-2308;1156;-7360;-15620;150;Happy
35;95;1;56;-880;-16492;-2344;1236;-7356;-15636;150;Happy
-1;-1;1;56;-1;-1;-1;1196;-7404;-15712;150;Angry
35;95;1;56;-824;-16596;-2288;1232;-7352;-15604;150;Angry
